date,serum,virus,replicate,concentration,fraction infectivity
2025-10-02,Nirsevimab IgG,RSV B1 F K68Q ,1,0.1555,0.8732
2025-10-02,Nirsevimab IgG,RSV B1 F K68Q ,1,0.04443,1.022
2025-10-02,Nirsevimab IgG,RSV B1 F K68Q ,1,0.01269,1.023
2025-10-02,Nirsevimab IgG,RSV B1 F K68Q ,1,0.003627,0.9071
2025-10-02,Nirsevimab IgG,RSV B1 F K68Q ,1,0.001036,0.928
2025-10-02,Nirsevimab IgG,RSV B1 F K68Q ,1,0.0002961,1.017
2025-10-02,Nirsevimab IgG,RSV B1 F K68Q ,2,6.667,0.01548
2025-10-02,Nirsevimab IgG,RSV B1 F K68Q ,2,1.905,0.1783
2025-10-02,Nirsevimab IgG,RSV B1 F K68Q ,2,0.5442,0.4993
2025-10-02,Nirsevimab IgG,RSV B1 F K68Q ,2,0.1555,0.8746
2025-10-02,Nirsevimab IgG,RSV B1 F K68Q ,2,0.04443,0.9152
2025-10-02,Nirsevimab IgG,RSV B1 F K68Q ,2,0.01269,1.067
2025-10-02,Nirsevimab IgG,RSV B1 F K68Q ,2,0.003627,1.067
2025-10-02,Nirsevimab IgG,RSV B1 F K68Q ,2,0.001036,0.9904
2025-10-02,Nirsevimab IgG,RSV B1 F K68Q ,2,0.0002961,1.065
2025-10-02,Nirsevimab Fab,RSV B1 F K68Q ,1,500,0.1723
2025-10-02,Nirsevimab Fab,RSV B1 F K68Q ,1,100,0.5441
2025-10-02,Nirsevimab Fab,RSV B1 F K68Q ,1,20,0.9328
2025-10-02,Nirsevimab Fab,RSV B1 F K68Q ,1,4,1.043
2025-10-02,Nirsevimab Fab,RSV B1 F K68Q ,1,0.8,1.035
2025-10-02,Nirsevimab Fab,RSV B1 F K68Q ,1,0.16,0.9315
2025-10-02,Nirsevimab Fab,RSV B1 F K68Q ,1,0.032,0.9872
2025-10-02,Nirsevimab Fab,RSV B1 F K68Q ,1,0.0064,0.9865
2025-10-02,Nirsevimab Fab,RSV B1 F K68Q ,1,0.00128,0.9503
2025-10-02,Nirsevimab Fab,RSV B1 F K68Q ,2,500,0.143
2025-10-02,Nirsevimab Fab,RSV B1 F K68Q ,2,100,0.5794
2025-10-02,Nirsevimab Fab,RSV B1 F K68Q ,2,20,0.9512
2025-10-02,Nirsevimab Fab,RSV B1 F K68Q ,2,4,1.209
2025-10-02,Nirsevimab Fab,RSV B1 F K68Q ,2,0.8,1.138
2025-10-02,Nirsevimab Fab,RSV B1 F K68Q ,2,0.16,0.9637
2025-10-02,Nirsevimab Fab,RSV B1 F K68Q ,2,0.032,1.127
2025-10-02,Nirsevimab Fab,RSV B1 F K68Q ,2,0.0064,1.067
2025-10-02,Nirsevimab Fab,RSV B1 F K68Q ,2,0.00128,0.8982
2025-10-02,Nirsevimab IgG,RSV B1 F K68N ,1,6.667,0.006743
2025-10-02,Nirsevimab IgG,RSV B1 F K68N ,1,1.905,0.0959
2025-10-02,Nirsevimab IgG,RSV B1 F K68N ,1,0.5442,0.3013
2025-10-02,Nirsevimab IgG,RSV B1 F K68N ,1,0.1555,0.6994
2025-10-02,Nirsevimab IgG,RSV B1 F K68N ,1,0.04443,0.9783
2025-10-02,Nirsevimab IgG,RSV B1 F K68N ,1,0.01269,0.9636
2025-10-02,Nirsevimab IgG,RSV B1 F K68N ,1,0.003627,1.057
2025-10-02,Nirsevimab IgG,RSV B1 F K68N ,1,0.001036,1.036
2025-10-02,Nirsevimab IgG,RSV B1 F K68N ,1,0.0002961,1.044
2025-10-02,Nirsevimab IgG,RSV B1 F K68N ,2,6.667,0.004313
2025-10-02,Nirsevimab IgG,RSV B1 F K68N ,2,1.905,0.07361
2025-10-02,Nirsevimab IgG,RSV B1 F K68N ,2,0.5442,0.3198
2025-10-02,Nirsevimab IgG,RSV B1 F K68N ,2,0.1555,0.5905
2025-10-02,Nirsevimab IgG,RSV B1 F K68N ,2,0.04443,0.9767
2025-10-02,Nirsevimab IgG,RSV B1 F K68N ,2,0.01269,0.9136
2025-10-02,Nirsevimab IgG,RSV B1 F K68N ,2,0.003627,1.181
2025-10-02,Nirsevimab IgG,RSV B1 F K68N ,2,0.001036,1.012
2025-10-02,Nirsevimab IgG,RSV B1 F K68N ,2,0.0002961,0.759
2025-10-02,Nirsevimab Fab,RSV B1 F K68N ,1,500,0.05315
2025-10-02,Nirsevimab Fab,RSV B1 F K68N ,1,100,0.2953
2025-10-02,Nirsevimab Fab,RSV B1 F K68N ,1,20,0.8643
2025-10-02,Nirsevimab Fab,RSV B1 F K68N ,1,4,1.058
2025-10-02,Nirsevimab Fab,RSV B1 F K68N ,1,0.8,1.112
2025-10-02,Nirsevimab Fab,RSV B1 F K68N ,1,0.16,1.21
2025-10-02,Nirsevimab Fab,RSV B1 F K68N ,1,0.032,1.213
2025-10-02,Nirsevimab Fab,RSV B1 F K68N ,1,0.0064,1.118
2025-10-02,Nirsevimab Fab,RSV B1 F K68N ,1,0.00128,1.074
2025-10-02,Nirsevimab Fab,RSV B1 F K68N ,2,500,0.06259
2025-10-02,Nirsevimab Fab,RSV B1 F K68N ,2,100,0.2909
2025-10-02,Nirsevimab Fab,RSV B1 F K68N ,2,20,0.8488
2025-10-02,Nirsevimab Fab,RSV B1 F K68N ,2,4,1.106
2025-10-02,Nirsevimab Fab,RSV B1 F K68N ,2,0.8,1.196
2025-10-02,Nirsevimab Fab,RSV B1 F K68N ,2,0.16,1.179
2025-10-02,Nirsevimab Fab,RSV B1 F K68N ,2,0.032,1.371
2025-10-02,Nirsevimab Fab,RSV B1 F K68N ,2,0.0064,1.173
2025-10-02,Nirsevimab Fab,RSV B1 F K68N ,2,0.00128,1.05
